,event_id,subject_id,timestamp,session_index,plane,setup,task,block,trial_index,stim_number,stim_type,stim_country_ids,stim_talker_ids,speaker_ids,stim_level,resp_number,is_correct,speaker_distance_mean,speaker_distance_st_dev,reaction_time
0,,101,2024-06-12 09:50:25,3,distance,cathedral,numerosity_judgement,99,0,4,countries_forward,"['_Syria_', '_Togo_', '_Peru_', '_Britain_']","['p284', 'p229', 'p248', 'p256']",[1 4 8 0],"[86.2038576498559, 89.31368318402099, 92.0152836843556, 84.40078082039426]",4.0,True,5.25,3.593976442141304,5.874558687210083
0,,101,2024-06-12 09:50:28,3,distance,cathedral,numerosity_judgement,99,1,3,countries_forward,"['_Britain_', '_Peru_', '_Togo_']","['p229', 'p284', 'p248']",[6 2 4],"[91.58892582949886, 87.57049330475357, 89.31368318402099]",6.0,False,6.0,2.0,1.374903917312622
0,,101,2024-06-12 09:50:34,3,distance,cathedral,numerosity_judgement,99,2,5,countries_forward,"['_Togo_', '_Japan_', '_Sudan_', '_Sudan_', '_Tonga_']","['p307', 'p318', 'p245', 'p318', 'p248']",[ 8  3  6  1 10],"[92.0152836843556, 89.14911522239515, 91.58892582949886, 86.2038576498559, 93.00003341222717]",6.0,False,7.6,3.646916505762094,3.124781608581543
0,,101,2024-06-12 09:50:36,3,distance,cathedral,numerosity_judgement,99,3,3,countries_forward,"['_Tonga_', '_Belgium_', '_Mali_']","['p284', 'p307', 'p318']",[8 4 9],"[92.0152836843556, 89.31368318402099, 92.00610777531934]",5.0,False,9.0,2.6457513110645907,0.18748998641967773
0,,101,2024-06-12 09:50:47,3,distance,cathedral,numerosity_judgement,99,4,4,countries_forward,"['_Oman_', '_Congo_', '_Britain_', '_Tonga_']","['p245', 'p245', 'p248', 'p268']",[10  0  3  7],"[93.00003341222717, 84.40078082039426, 89.14911522239515, 91.73820004985969]",2.0,False,7.0,4.396968652757639,9.56179165840149
0,,101,2024-06-12 09:50:53,3,distance,cathedral,numerosity_judgement,99,5,4,countries_forward,"['_Britain_', '_Oman_', '_Syria_', '_Sudan_']","['p245', 'p284', 'p256', 'p284']",[ 8  9 10  0],"[92.0152836843556, 92.00610777531934, 93.00003341222717, 84.40078082039426]",2.0,False,8.75,4.573474244670748,3.4997551441192627
0,,101,2024-06-12 09:50:58,3,distance,cathedral,numerosity_judgement,99,6,6,countries_forward,"['_Tonga_', '_Britain_', '_Tonga_', '_Congo_', '_Togo_', '_Syria_']","['p248', 'p229', 'p307', 'p268', 'p256', 'p229']",[ 7 10  3  0  9  5],"[91.73820004985969, 93.00003341222717, 89.14911522239515, 84.40078082039426, 92.00610777531934, 90.34149293193902]",5.0,False,7.666666666666667,3.777124126457412,2.124852180480957
0,,101,2024-06-12 09:51:02,3,distance,cathedral,numerosity_judgement,99,7,5,countries_forward,"['_Tonga_', '_Tonga_', '_Congo_', '_Mali_', '_Mali_']","['p256', 'p248', 'p245', 'p248', 'p256']",[8 7 9 4 0],"[92.0152836843556, 91.73820004985969, 92.00610777531934, 89.31368318402099, 84.40078082039426]",3.0,False,7.6,3.646916505762094,1.624861478805542
0,,101,2024-06-12 09:51:06,3,distance,cathedral,numerosity_judgement,99,8,5,countries_forward,"['_Belgium_', '_Sudan_', '_Yemen_', '_Congo_', '_Syria_']","['p284', 'p318', 'p245', 'p318', 'p284']",[7 3 9 8 5],"[91.73820004985969, 89.14911522239515, 92.00610777531934, 92.0152836843556, 90.34149293193902]",4.0,False,8.4,2.4083189157584592,1.4998929500579834
0,,101,2024-06-12 09:51:13,3,distance,cathedral,numerosity_judgement,99,9,4,countries_forward,"['_Mali_', '_Yemen_', '_Cuba_', '_Congo_']","['p268', 'p268', 'p307', 'p248']",[9 8 5 3],"[92.00610777531934, 92.0152836843556, 90.34149293193902, 89.14911522239515]",4.0,True,8.25,2.753785273643051,4.624676942825317
0,,101,2024-06-12 09:51:21,3,distance,cathedral,numerosity_judgement,99,10,3,countries_forward,"['_Yemen_', '_Cuba_', '_Japan_']","['p318', 'p245', 'p284']",[ 6  2 10],"[91.58892582949886, 87.57049330475357, 93.00003341222717]",1.0,False,8.0,4.0,5.9370856285095215
0,,101,2024-06-12 09:51:40,3,distance,cathedral,numerosity_judgement,99,11,2,countries_forward,"['_Japan_', '_Togo_']","['p307', 'p229']",[6 1],"[91.58892582949886, 86.2038576498559]",1.0,False,5.5,3.5355339059327378,17.81125497817993
0,,101,2024-06-12 09:51:44,3,distance,cathedral,numerosity_judgement,99,12,3,countries_forward,"['_Japan_', '_Oman_', '_Mali_']","['p284', 'p307', 'p318']",[0 2 8],"[84.40078082039426, 87.57049330475357, 92.0152836843556]",2.0,False,5.333333333333333,4.163331998932266,2.1248536109924316
0,,101,2024-06-12 09:51:51,3,distance,cathedral,numerosity_judgement,99,13,2,countries_forward,"['_Japan_', '_Congo_']","['p229', 'p268']",[6 4],"[91.58892582949886, 89.31368318402099]",2.0,True,7.0,1.4142135623730951,4.499714136123657
0,,101,2024-06-12 09:51:55,3,distance,cathedral,numerosity_judgement,99,14,5,countries_forward,"['_Yemen_', '_Japan_', '_Congo_', '_Sudan_', '_Togo_']","['p268', 'p245', 'p248', 'p307', 'p256']",[0 8 1 3 7],"[84.40078082039426, 92.0152836843556, 86.2038576498559, 89.14911522239515, 91.73820004985969]",3.0,False,5.8,3.5637059362410923,2.249842405319214
0,,101,2024-06-12 09:51:59,3,distance,cathedral,numerosity_judgement,99,15,4,countries_forward,"['_Congo_', '_Japan_', '_Belgium_', '_Oman_']","['p245', 'p229', 'p268', 'p248']",[ 7  2  0 10],"[91.73820004985969, 87.57049330475357, 84.40078082039426, 93.00003341222717]",4.0,True,6.75,4.573474244670748,1.5623829364776611
0,,101,2024-06-12 09:52:04,3,distance,cathedral,numerosity_judgement,99,16,4,countries_forward,"['_Cuba_', '_Yemen_', '_Tonga_', '_Togo_']","['p318', 'p248', 'p318', 'p229']",[1 6 8 5],"[86.2038576498559, 91.58892582949886, 92.0152836843556, 90.34149293193902]",4.0,True,7.0,2.943920288775949,2.9997904300689697
0,,101,2024-06-12 09:52:07,3,distance,cathedral,numerosity_judgement,99,17,2,countries_forward,"['_Mali_', '_Peru_']","['p284', 'p256']",[2 3],"[87.57049330475357, 89.14911522239515]",1.0,False,4.5,0.7071067811865476,1.3749277591705322
0,,101,2024-06-12 09:52:14,3,distance,cathedral,numerosity_judgement,99,18,3,countries_forward,"['_Japan_', '_Tonga_', '_Oman_']","['p284', 'p256', 'p284']",[2 4 1],"[87.57049330475357, 89.31368318402099, 86.2038576498559]",1.0,False,4.333333333333333,1.5275252316519465,4.124711036682129
0,,101,2024-06-12 09:52:18,3,distance,cathedral,numerosity_judgement,99,19,5,countries_forward,"['_Togo_', '_Belgium_', '_Oman_', '_Togo_', '_Belgium_']","['p229', 'p245', 'p248', 'p284', 'p307']",[10  9  7  2  4],"[93.00003341222717, 92.00610777531934, 91.73820004985969, 87.57049330475357, 89.31368318402099]",5.0,True,8.4,3.361547262794322,2.312337875366211
0,,101,2024-06-12 09:52:23,3,distance,cathedral,numerosity_judgement,99,20,4,countries_forward,"['_Togo_', '_Togo_', '_Syria_', '_Syria_']","['p245', 'p268', 'p229', 'p307']",[ 8  5 10  9],"[92.0152836843556, 90.34149293193902, 93.00003341222717, 92.00610777531934]",3.0,False,10.0,2.160246899469287,2.6248154640197754
0,,101,2024-06-12 09:52:27,3,distance,cathedral,numerosity_judgement,99,21,3,countries_forward,"['_Sudan_', '_Japan_', '_Yemen_']","['p248', 'p245', 'p284']",[ 1  2 10],"[86.2038576498559, 87.57049330475357, 93.00003341222717]",6.0,False,6.333333333333333,4.932882862316247,1.749877691268921
0,,101,2024-06-12 09:52:32,3,distance,cathedral,numerosity_judgement,99,22,5,countries_forward,"['_Togo_', '_Tonga_', '_Tonga_', '_Mali_', '_Sudan_']","['p284', 'p256', 'p318', 'p248', 'p318']",[ 3  4  9 10  5],"[89.14911522239515, 89.31368318402099, 92.00610777531934, 93.00003341222717, 90.34149293193902]",5.0,True,8.2,3.1144823004794873,2.3123393058776855
